accession	version	length	taxid	organism	species	genus	family	collection_date	country	isolate	strain	host	genotype	submitter	seq_tech
LC778130	LC778130.1	9761		Rubella virus	Rubella virus	Rubella		2013-03-14		RVi/Tokyo.JPN11.13[2B]		Homo sapiens		Okamoto,K., Kadosawa,K., Suzuki,R., Aonuma,R., Tomioka,K., Yokono,K., Oba,K. and Mori,Y.	
LC778133	LC778133.1	9760		Rubella virus	Rubella virus	Rubella		2013-07-12		RVi/Tokyo.JPN28.13[2B]		Homo sapiens		Okamoto,K., Kadosawa,K., Suzuki,R., Aonuma,R., Tomioka,K., Yokono,K., Oba,K. and Mori,Y.	
LC816439	LC816439.1	7409		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2016		Hu/GI.1/JPN/2016/Mie-918		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816440	LC816440.1	7436		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2017		Hu/GI.1/JPN/2017/Mie-029		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816415	LC816415.1	7421		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-641		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816421	LC816421.1	7438		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2012		Hu/GI.1/JPN/2012/Mie-495		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816445	LC816445.1	7421		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2018		Hu/GI.1/JPN/2018/Mie-793		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816425	LC816425.1	7466		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2013		Hu/GI.1/JPN/2013/Mie-776		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816453	LC816453.1	7441		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2022		Hu/GI.1/JPN/2022/Mie-20591		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816417	LC816417.1	7415		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-666		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816416	LC816416.1	7425		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-647		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816444	LC816444.1	7417		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2018		Hu/GI.1/JPN/2018/Mie-487		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816428	LC816428.1	7438		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-229		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816420	LC816420.1	7437		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2012		Hu/GI.1/JPN/2012/Mie-177		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816454	LC816454.1	7434		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2022		Hu/GI.1/JPN/2022/Mie-22103		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816413	LC816413.1	7416		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-514		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816429	LC816429.1	7412		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-252		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816409	LC816409.1	7452		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-246		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816426	LC816426.1	7423		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2014		Hu/GI.1/JPN/2014/Mie-220		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816427	LC816427.1	7416		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-220		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816461	LC816461.1	7427		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2022		Hu/GI.1/JPN/2022/Mie-8297		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816443	LC816443.1	7498		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2018		Hu/GI.1/JPN/2018/Mie-369		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816419	LC816419.1	7408		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2012		Hu/GI.1/JPN/2012/Mie-168		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816436	LC816436.1	7415		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2016		Hu/GI.1/JPN/2016/Mie-158		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816411	LC816411.1	7422		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2011		Hu/GI.1/JPN/2011/Mie-466		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816448	LC816448.1	7417		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2018		Hu/GI.1/JPN/2018/Mie-826		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816459	LC816459.1	7421		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2022		Hu/GI.1/JPN/2022/Mie-32911		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816433	LC816433.1	7437		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-316		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816422	LC816422.1	7419		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2012		Hu/GI.1/JPN/2012/Mie-581		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816435	LC816435.1	7408		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2016		Hu/GI.1/JPN/2016/Mie-062		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816449	LC816449.1	7538		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2018		Hu/GI.1/JPN/2018/Mie-831		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816418	LC816418.1	7449		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2012		Hu/GI.1/JPN/2012/Mie-129		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816423	LC816423.1	7519		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2013		Hu/GI.1/JPN/2013/Mie-738		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816455	LC816455.1	7451		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2022		Hu/GI.1/JPN/2022/Mie-24252		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816434	LC816434.1	7453		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-362		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816432	LC816432.1	7539		Sapovirus GI.1	Sapovirus GI.1	Sapovirus		2015		Hu/GI.1/JPN/2015/Mie-289		Homo sapiens	capsid VP1 genotype: GI.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816463	LC816463.1	7464		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2010		Hu/GI.2/JPN/2010/Mie-238		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816476	LC816476.1	7491		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2018		Hu/GI.2/JPN/2018/Mie-362		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816469	LC816469.1	7470		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2013		Hu/GI.2/JPN/2013/Mie-244		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816477	LC816477.1	7462		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2019		Hu/GI.2/JPN/2019/Mie-313		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816467	LC816467.1	7449		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2013		Hu/GI.2/JPN/2013/Mie-146		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816466	LC816466.1	7482		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2013		Hu/GI.2/JPN/2013/Mie-143		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816468	LC816468.1	7482		Sapovirus GI.2	Sapovirus GI.2	Sapovirus		2013		Hu/GI.2/JPN/2013/Mie-178		Homo sapiens	capsid VP1 genotype: GI.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816478	LC816478.1	7521		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2010		Hu/GI.3/JPN/2010/Mie-187		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816480	LC816480.1	7429		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2014		Hu/GI.3/JPN/2014/Mie-377		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816484	LC816484.1	7448		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2022		Hu/GI.3/JPN/2022/Mie-8826		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816481	LC816481.1	7556		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2017		Hu/GI.3/JPN/2017/Mie-387		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816479	LC816479.1	7431		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2013		Hu/GI.3/JPN/2013/Mie-182		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816483	LC816483.1	7465		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2017		Hu/GI.3/JPN/2017/Mie-613		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816482	LC816482.1	7447		Sapovirus GI.3	Sapovirus GI.3	Sapovirus		2017		Hu/GI.3/JPN/2017/Mie-421		Homo sapiens	capsid VP1 genotype: GI.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816487	LC816487.1	7503		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2010		Hu/JPN/GII.1/2010/Mie-393		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816501	LC816501.1	7507		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-636		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816500	LC816500.1	7475		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-593		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816493	LC816493.1	7484		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2013		Hu/JPN/GII.1/2013/Mie-730		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816492	LC816492.1	7498		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2013		Hu/JPN/GII.1/2013/Mie-572		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816490	LC816490.1	7494		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2013		Hu/JPN/GII.1/2013/Mie-493		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816491	LC816491.1	7496		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2013		Hu/JPN/GII.1/2013/Mie-497		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816485	LC816485.1	7481		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2010		Hu/JPN/GII.1/2010/Mie-207		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816504	LC816504.1	7489		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-719		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816498	LC816498.1	7496		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-494		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816508	LC816508.1	7485		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-849		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816497	LC816497.1	7506		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-359		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816507	LC816507.1	7496		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-848		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816495	LC816495.1	7506		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2016		Hu/JPN/GII.1/2016/Mie-261		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816505	LC816505.1	7493		Sapovirus GII.1	Sapovirus GII.1	Sapovirus		2019		Hu/JPN/GII.1/2019/Mie-759		Homo sapiens	capsid VP1 genotype: GII.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816511	LC816511.1	7491		Sapovirus GII.2	Sapovirus GII.2	Sapovirus		2016		Hu/JPN/GII.2/2016/Mie-260		Homo sapiens	capsid VP1 genotype: GII.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816514	LC816514.1	7454		Sapovirus GII.2	Sapovirus GII.2	Sapovirus		2016		Hu/JPN/GII.2/2016/Mie-359		Homo sapiens	capsid VP1 genotype: GII.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816516	LC816516.1	7491		Sapovirus GII.2	Sapovirus GII.2	Sapovirus		2016		Hu/JPN/GII.2/2016/Mie-421		Homo sapiens	capsid VP1 genotype: GII.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816515	LC816515.1	7463		Sapovirus GII.2	Sapovirus GII.2	Sapovirus		2016		Hu/JPN/GII.2/2016/Mie-418		Homo sapiens	capsid VP1 genotype: GII.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816520	LC816520.1	7552		Sapovirus GII.2	Sapovirus GII.2	Sapovirus		2018		Hu/JPN/GII.2/2018/Mie-502		Homo sapiens	capsid VP1 genotype: GII.2	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816543	LC816543.1	7470		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2017		Hu/JPN/GII.3/2017/Mie-909		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816539	LC816539.1	7544		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2017		Hu/JPN/GII.3/2017/Mie-823		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816521	LC816521.1	7469		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2010		Hu/JPN/GII.3/2010/Mie-262		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816538	LC816538.1	7483		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2017		Hu/JPN/GII.3/2017/Mie-461		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816542	LC816542.1	7559		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2017		Hu/JPN/GII.3/2017/Mie-858		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816525	LC816525.1	7492		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2012		Hu/JPN/GII.3/2012/Mie-372		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816545	LC816545.1	7489		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2019		Hu/JPN/GII.3/2019/Mie-880		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816546	LC816546.1	7462		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2019		Hu/JPN/GII.3/2019/Mie-896		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816529	LC816529.1	7470		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2014		Hu/JPN/GII.3/2014/Mie-165		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816523	LC816523.1	7475		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2012		Hu/JPN/GII.3/2012/Mie-233		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816526	LC816526.1	7481		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2012		Hu/JPN/GII.3/2012/Mie-377		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816540	LC816540.1	7451		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2017		Hu/JPN/GII.3/2017/Mie-827		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816532	LC816532.1	7487		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2014		Hu/JPN/GII.3/2016/Mie-006		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816524	LC816524.1	7465		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2012		Hu/JPN/GII.3/2012/Mie-270		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816535	LC816535.1	7562		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2016		Hu/JPN/GII.3/2016/Mie-668		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816533	LC816533.1	7465		Sapovirus GII.3	Sapovirus GII.3	Sapovirus		2016		Hu/JPN/GII.3/2016/Mie-322		Homo sapiens	capsid VP1 genotype: GII.3	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816548	LC816548.1	7439		Sapovirus GII.5	Sapovirus GII.5	Sapovirus		2019		Hu/JPN/GII.5/2021/Mie-24309		Homo sapiens	capsid VP1 genotype: GII.5	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816549	LC816549.1	7425		Sapovirus GII.5	Sapovirus GII.5	Sapovirus		2021		Hu/JPN/GII.5/2021/Mie-33020		Homo sapiens	capsid VP1 genotype: GII.5	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816553	LC816553.1	7436		Sapovirus GIV.1	Sapovirus GIV.1	Sapovirus		2015		Hu/JPN/GIV.1/2015/Mie-223		Homo sapiens	capsid VP1 genotype: GIV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816554	LC816554.1	7432		Sapovirus GIV.1	Sapovirus GIV.1	Sapovirus		2015		Hu/JPN/GIV.1/2018/Mie-433		Homo sapiens	capsid VP1 genotype: GIV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816560	LC816560.1	7510		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-704		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816559	LC816559.1	7518		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-694		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816556	LC816556.1	7492		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2011		Hu/JPN/GV.1/2014/Mie-284		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816558	LC816558.1	7518		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-687		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816561	LC816561.1	7484		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-727		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816555	LC816555.1	7507		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2018		Hu/JPN/GV.1/2011/Mie-187		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816562	LC816562.1	7486		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-735		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
LC816557	LC816557.1	7485		Sapovirus GV.1	Sapovirus GV.1	Sapovirus		2014		Hu/JPN/GV.1/2014/Mie-685		Homo sapiens	capsid VP1 genotype: GV.1	Kusuhara,H., Doan,Y.H., Kobayashi,A., Takagi,H. and Oka,T.	
PV400292	PV400292.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M5-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400297	PV400297.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L4-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400287	PV400287.1	1744		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S6-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400294	PV400294.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L1-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
